year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2014,13850,62,2832,1,6,2,19738,2012
2014,13850,59,3182,0,7,0,21116,2014
2010,13850,58,1816,1,1,1,17338,2009
2012,13850,57,3248,0,4,1,19465,2011
2011,13850,59,1927,1,3,1,16128,2010
2010,13850,55,2624,0,2,0,20808,2010
2009,13850,54,2732,0,0,-1,23280,-1
2012,13850,60,2946,1,5,0,18530,2012
2010,13852,33,470,1,1,1,13773,2009
2009,13852,32,663,1,0,-1,13860,-1
2009,13855,49,181,1,0,-1,12211,-1
2015,13855,55,71,1,1,6,11516,2009
2009,13862,32,1601,1,0,-1,16510,-1
2011,13862,34,1621,1,2,1,15487,2010
2010,13862,33,833,1,1,1,14804,2009
2012,13862,35,2621,1,3,1,17737,2011
2009,13866,59,890,1,0,-1,14505,-1
2012,13866,62,2004,1,1,3,16384,2009
2010,13884,38,2228,1,1,1,18697,2009
2009,13884,37,2334,1,0,-1,19214,-1
2011,13884,39,2553,1,2,1,17637,2010
2009,13887,28,2063,0,0,-1,17909,-1
2010,13887,29,2056,0,1,1,18012,2009
2010,13890,42,88,1,1,1,11624,2009
2009,13890,41,66,1,0,-1,11213,-1
2009,13899,45,1880,0,0,-1,17257,-1
2010,13899,46,2124,0,1,1,18247,2009
2009,13900,25,1246,1,0,-1,15498,-1
2011,13900,27,2593,1,1,2,17745,2009
2013,13900,29,710,1,2,2,12864,2011
2012,13902,25,3497,1,3,1,20500,2011
2010,13902,23,2423,1,1,1,19538,2009
2011,13902,24,3395,1,2,1,21576,2010
2009,13902,22,2702,1,0,-1,22552,-1
2011,13904,40,1387,1,1,2,15008,2009
2009,13904,38,559,1,0,-1,13590,-1
2009,13910,39,1852,0,0,-1,17190,-1
2010,13910,40,1903,0,1,1,17588,2009
2009,13911,47,559,0,0,-1,13590,-1
2010,13911,48,480,0,1,1,13793,2009
