year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2012,252,45,2211,0,2,1,16810,2011
2014,252,47,1998,0,3,2,17320,2012
2016,252,45,1652,0,5,1,16397,2015
2015,253,40,1115,0,0,-1,15162,-1
2016,253,40,507,0,1,1,13355,2015
2015,264,45,1292,1,0,-1,15637,-1
2016,264,45,1283,1,1,1,15394,2015
2016,271,50,275,1,5,1,12561,2015
2012,271,48,208,1,2,1,12168,2011
2011,271,47,281,1,1,1,12303,2010
2010,271,46,242,1,0,-1,12812,-1
2014,271,50,280,1,3,2,13017,2012
2015,271,50,204,1,4,1,12464,2014
2016,278,50,1161,1,1,13,15030,2003
2003,278,39,337,1,0,-1,13369,-1
2016,280,30,1547,1,1,1,16105,2015
2015,280,30,1246,1,0,-1,15512,-1
2016,287,20,2932,1,1,1,22658,2015
2015,287,15,2011,1,0,-1,17820,-1
2016,289,35,1061,1,1,11,14776,2005
2005,289,35,1303,1,0,-1,17505,-1
2016,291,55,2579,1,1,1,19612,2015
2015,291,50,2231,1,0,-1,18956,-1
2010,292,37,1829,1,1,1,17377,2009
2016,292,40,2019,1,3,5,17399,2011
2011,292,38,1271,1,2,1,14702,2010
2009,292,36,1692,1,0,-1,16731,-1
2016,295,35,1225,1,1,1,15191,2015
2015,295,35,504,1,0,-1,13479,-1
2016,304,50,2707,1,2,2,20341,2014
2014,304,41,2199,1,0,-1,17793,-1
2014,304,51,2993,1,1,0,20265,2014
2016,306,20,2596,1,1,4,19673,2012
2012,306,17,2416,1,0,-1,17276,-1
2016,314,40,1602,0,3,3,16252,2013
2012,314,37,2046,0,1,2,16457,2010
2013,314,38,2389,0,2,1,14615,2012
2010,314,35,2254,0,0,-1,18847,-1
2015,315,50,241,1,0,-1,12652,-1
2016,315,50,475,1,1,1,13270,2015
2007,320,33,1284,0,1,1,16664,2006
2016,320,20,2898,0,3,1,22127,2015
2006,320,32,1525,0,0,-1,17241,-1
2015,320,20,2734,0,2,8,24866,2007
2011,322,27,1464,1,0,-1,15165,-1
2016,322,30,829,1,4,1,14185,2015
2014,322,30,1173,1,2,2,15524,2012
2015,322,30,885,1,3,1,14479,2014
2012,322,28,1976,1,1,1,16319,2011
2014,323,40,868,1,0,-1,14803,-1
2016,323,40,219,1,2,1,12332,2015
2015,323,40,358,1,1,1,13074,2014
2015,324,40,230,1,2,6,12578,2009
2008,324,35,448,1,0,-1,13360,-1
2009,324,36,211,1,1,1,12392,2008
2016,324,40,360,1,3,1,12846,2015
2015,326,55,2388,1,4,1,19757,2014
2014,326,57,3341,1,3,2,22040,2012
2011,326,54,3019,1,1,1,19114,2010
2016,326,55,2667,1,5,1,20008,2015
2012,326,55,2957,1,2,1,18554,2011
2010,326,53,2604,1,0,-1,20622,-1
2016,328,20,3037,1,1,5,25698,2011
2011,328,19,3518,1,0,-1,23708,-1
2009,341,39,2279,1,1,2,18890,2007
2007,341,31,1766,1,0,-1,18285,-1
2016,341,30,981,1,2,7,14511,2009
2015,346,20,2364,0,1,1,19641,2014
2014,346,23,1848,0,0,-1,16985,-1
2016,346,25,2492,0,2,1,19216,2015
2007,347,54,878,1,0,-1,15441,-1
2016,347,40,1712,1,6,1,16565,2015
2010,347,52,1119,1,2,3,15579,2007
2016,347,35,1863,1,7,0,16974,2016
2014,347,44,1556,1,4,1,16362,2013
2013,347,33,3637,1,3,3,15413,2010
2015,347,40,1548,1,5,1,16272,2014
2007,347,52,1706,1,1,0,18038,2007
2016,351,40,86,0,3,1,11394,2015
2012,351,39,213,0,0,-1,12205,-1
2014,351,41,214,0,1,2,12684,2012
2015,351,40,66,0,2,1,11448,2014
2007,352,46,207,1,0,-1,12848,-1
2008,352,47,118,1,1,1,11693,2007
2015,352,50,53,1,3,1,11154,2014
2014,352,53,84,1,2,6,11722,2008
2016,352,55,376,1,4,1,12932,2015
2016,353,40,1140,1,1,3,14958,2013
2013,353,40,2726,1,0,-1,14844,-1
2015,354,35,845,1,0,-1,14380,-1
2016,354,35,328,1,1,1,12722,2015
2014,356,38,2846,1,1,2,19784,2012
2016,356,40,2234,1,2,2,18119,2014
2012,356,36,3549,1,0,-1,20738,-1
2013,364,53,2387,1,0,-1,14611,-1
2016,364,55,1100,1,1,3,14872,2013
2016,367,30,2757,1,3,1,20744,2015
2015,367,30,2533,1,2,3,21021,2012
2012,367,30,3427,1,1,1,20185,2011
2011,367,29,3534,1,0,-1,24273,-1
2016,374,50,1086,1,1,7,14837,2009
2009,374,46,586,1,0,-1,13662,-1
2016,375,40,1740,0,1,1,16637,2015
2015,375,35,1772,0,0,-1,16978,-1
2015,378,55,2124,0,4,4,18320,2011
2016,378,60,2586,0,5,1,19627,2015
2007,378,51,1690,0,0,-1,17980,-1
2010,378,54,1306,0,2,2,16031,2008
2011,378,55,2100,0,3,1,16520,2010
2008,378,52,1432,0,1,1,16165,2007
2016,380,50,1824,0,2,1,16873,2015
2012,380,47,2264,0,0,-1,16931,-1
2015,380,50,1315,0,1,3,15710,2012
2016,383,30,1289,1,1,1,15403,2015
2015,383,25,562,1,0,-1,13674,-1
2015,384,20,1862,0,1,1,17274,2014
2016,384,25,2641,0,2,1,19864,2015
2014,384,23,2861,0,0,-1,19843,-1
2015,387,35,1233,1,1,1,15490,2014
2014,387,38,2036,1,0,-1,17414,-1
2016,387,40,2012,1,2,1,17385,2015
2016,395,35,1531,1,1,2,16083,2014
2014,395,36,1348,1,0,-1,15971,-1
2016,397,50,713,1,2,2,13945,2014
2012,397,48,939,1,0,-1,14322,-1
2014,397,50,1461,1,1,2,16171,2012
2016,408,25,1466,0,1,3,15944,2013
2013,408,26,3414,0,0,-1,15270,-1
2016,410,35,297,1,5,1,12625,2015
2015,410,35,150,1,4,3,12198,2012
2009,410,29,88,1,2,1,11383,2008
2008,410,28,213,1,1,1,12391,2007
2007,410,27,985,1,0,-1,15753,-1
2012,410,32,101,1,3,3,11465,2009
2012,412,65,3076,1,1,1,18933,2011
2015,412,65,2478,1,3,1,20521,2014
2014,412,67,3275,1,2,2,21626,2012
2011,412,64,2634,1,0,-1,17862,-1
2016,412,65,2807,1,4,1,21130,2015
2005,419,46,333,1,1,1,13381,2004
2014,419,55,2369,1,9,2,18244,2012
2011,419,52,1742,1,7,1,15748,2010
2012,419,53,2098,1,8,1,16552,2011
2007,419,48,662,1,3,1,14691,2006
2016,419,55,1409,1,11,1,15772,2015
2006,419,47,432,1,2,1,13432,2005
2009,419,50,1019,1,5,1,14927,2008
2004,419,45,155,1,0,-1,12560,-1
2008,419,49,490,1,4,1,13475,2007
2015,419,55,1782,1,10,1,17014,2014
2010,419,51,1224,1,6,1,15841,2009
2016,421,50,286,1,4,1,12592,2015
2014,421,49,152,1,2,2,12352,2012
2012,421,47,120,1,1,2,11626,2010
2015,421,50,256,1,3,1,12757,2014
2010,421,45,77,1,0,-1,11473,-1
2015,423,35,307,1,0,-1,12919,-1
2016,423,35,738,1,1,1,13999,2015
2015,426,35,561,1,0,-1,13668,-1
2016,426,40,637,1,1,1,13705,2015
2013,428,25,2987,1,0,-1,15001,-1
2014,428,40,1196,1,1,1,15576,2013
2016,428,35,2447,1,2,2,19041,2014
2016,431,55,395,1,1,9,13001,2007
2007,431,47,197,1,0,-1,12795,-1
2015,436,50,2548,1,7,1,21189,2014
2009,436,46,2590,1,3,1,20987,2008
2012,436,49,3750,1,5,2,22142,2010
2007,436,44,2124,1,1,1,20344,2006
2006,436,43,1979,1,0,-1,19516,-1
2016,436,50,2903,1,8,1,22171,2015
2010,436,47,2619,1,4,1,20773,2009
2014,436,51,3011,1,6,2,20330,2012
2008,436,45,2348,1,2,1,19775,2007
2016,438,45,2209,0,1,2,18007,2014
2014,438,47,2301,0,0,-1,18053,-1
2016,448,30,261,1,1,2,12515,2014
2014,448,33,189,1,0,-1,12599,-1
2016,461,40,1843,1,2,2,16928,2014
2011,461,38,1682,1,0,-1,15627,-1
2014,461,41,1721,1,1,3,16707,2011
2010,462,37,2841,1,0,-1,24021,-1
2016,462,40,2935,1,2,1,22710,2015
2015,462,40,2515,1,1,5,20831,2010
2010,469,54,1159,1,4,1,15700,2009
2016,469,60,1330,1,8,2,15519,2014
2005,469,49,851,1,0,-1,15468,-1
2009,469,53,1316,1,3,1,15680,2008
2011,469,55,1181,1,5,1,14501,2010
2014,469,58,1345,1,7,2,15959,2012
2007,469,51,926,1,1,2,15617,2005
2012,469,56,1905,1,6,1,16172,2011
2008,469,52,992,1,2,1,14955,2007
2010,470,33,2221,1,1,2,18677,2008
2008,470,31,2221,1,0,-1,19034,-1
2013,470,45,3142,1,4,1,15101,2012
2012,470,35,3519,1,3,1,20629,2011
2016,470,35,2800,1,5,3,21060,2013
2011,470,34,2525,1,2,1,17563,2010
2016,470,40,910,1,6,0,14347,2016
2015,473,55,2369,0,0,-1,19664,-1
2016,473,55,2414,0,1,1,18929,2015
2016,476,40,2080,0,1,5,17572,2011
2011,476,37,2618,0,0,-1,17821,-1
2015,479,45,1612,1,4,1,16449,2014
2014,479,45,1842,1,3,2,16966,2012
2012,479,43,1158,1,2,1,14802,2011
2011,479,42,800,1,1,1,13776,2010
2016,479,45,1868,1,5,1,16982,2015
2010,479,41,859,1,0,-1,14893,-1
2014,480,44,1992,1,0,-1,17306,-1
2016,480,45,561,1,1,2,13507,2014
2014,481,34,1353,1,1,2,15973,2012
2012,481,32,1795,1,0,-1,15990,-1
2016,481,35,1383,1,2,2,15694,2014
2015,482,30,804,1,2,1,14302,2014
2012,482,30,3862,1,0,-1,23220,-1
2014,482,32,2024,1,1,2,17382,2012
2016,482,30,1427,1,3,1,15829,2015
2016,483,45,2363,0,2,1,18670,2015
2015,483,45,1363,0,1,1,15831,2014
2014,483,45,1767,0,0,-1,16811,-1
2013,489,33,2074,1,0,-1,14375,-1
2016,489,35,1669,1,1,3,16443,2013
2014,490,57,1685,1,4,4,16633,2010
2006,490,45,983,1,0,-1,15343,-1
2008,490,51,1241,1,2,1,15685,2007
2010,490,53,1440,1,3,2,16366,2008
2007,490,50,873,1,1,1,15424,2006
2016,490,55,2035,1,5,2,17464,2014
2015,491,55,1759,1,1,1,16934,2014
2014,491,58,1222,1,0,-1,15626,-1
2016,491,60,1151,1,2,1,14989,2015
2015,493,20,700,1,0,-1,14048,-1
2016,493,20,132,1,1,1,11828,2015
2014,494,31,1452,1,0,-1,16149,-1
2016,494,30,835,1,1,2,14202,2014
2016,495,45,97,1,4,2,11561,2014
2014,495,46,49,1,3,6,11272,2008
2003,495,35,51,1,0,-1,11165,-1
2008,495,40,76,1,2,4,11239,2004
2004,495,36,54,1,1,1,11352,2003
2010,497,39,1229,1,0,-1,15846,-1
2013,497,42,2830,1,2,1,14913,2012
2016,497,45,1513,1,4,1,16032,2015
2012,497,41,2481,1,1,2,17421,2010
2015,497,40,1301,1,3,2,15661,2013
2016,499,50,403,1,1,2,13025,2014
2014,499,49,1004,1,0,-1,15136,-1
2016,501,30,1918,0,1,1,17107,2015
2015,501,30,1745,0,0,-1,16913,-1
2009,504,51,1482,0,2,1,16191,2008
2007,504,49,1130,0,0,-1,16177,-1
2010,504,52,1360,0,3,1,16160,2009
2016,504,55,2604,0,6,4,19704,2012
2008,504,50,1100,0,1,1,15278,2007
2012,504,54,2702,0,5,1,17933,2011
2011,504,53,1937,0,4,1,16150,2010
2014,521,41,480,1,0,-1,13741,-1
2016,521,40,915,1,1,2,14358,2014
2011,523,38,141,1,0,-1,11571,-1
2016,523,40,64,1,1,5,11137,2011
2016,524,40,515,1,3,1,13373,2015
2014,524,38,1538,1,1,1,16321,2013
2015,524,35,926,1,2,1,14585,2014
2013,524,37,1683,1,0,-1,14029,-1
2010,526,32,1105,1,0,-1,15540,-1
2016,526,35,1190,1,1,6,15111,2010
2014,528,49,91,1,0,-1,11784,-1
2016,528,50,70,1,1,2,11180,2014
2009,538,41,2278,1,1,1,18881,2008
2008,538,40,2046,1,0,-1,18213,-1
2011,538,43,2834,1,3,1,18417,2010
2016,538,45,2540,1,6,1,19452,2015
2014,538,46,3431,1,4,3,22719,2011
2015,538,45,2024,1,5,1,17843,2014
2010,538,42,2004,1,2,1,17874,2009
2011,543,31,1479,1,0,-1,15187,-1
2016,543,40,3018,1,1,5,24768,2011
2016,544,40,2468,0,1,2,19115,2014
2014,544,39,3077,0,0,-1,20571,-1
2009,548,50,298,1,3,1,12671,2008
2014,548,55,321,1,7,2,13198,2012
2008,548,49,928,1,2,1,14707,2007
2007,548,48,212,1,1,1,12897,2006
2012,548,53,2836,1,6,1,18226,2011
2011,548,52,945,1,5,1,14045,2010
2015,548,55,752,1,8,1,14155,2014
2016,548,55,1143,1,9,1,14964,2015
2006,548,47,376,1,0,-1,13238,-1
2010,548,51,1509,1,4,1,16527,2009
2015,550,35,43,1,0,-1,10944,-1
2016,550,40,13,1,1,1,10459,2015
2016,555,40,344,1,5,1,12793,2015
2011,555,37,956,1,0,-1,14058,-1
2015,555,40,568,1,4,1,13702,2014
2014,555,40,2343,1,3,1,18167,2013
2013,555,39,2316,1,2,1,14569,2012
2012,555,38,1806,1,1,1,16004,2011
2015,559,40,1513,1,3,1,16197,2014
2012,559,52,1801,1,1,2,15997,2010
2010,559,33,584,1,0,-1,14057,-1
2016,559,40,1916,1,4,1,17106,2015
2014,559,46,1529,1,2,2,16309,2012
2016,561,55,2287,1,1,1,18328,2015
2015,561,55,2462,1,0,-1,20359,-1
2016,562,35,131,1,1,1,11819,2015
2015,562,35,108,1,0,-1,11908,-1
2015,566,45,436,1,0,-1,13285,-1
2016,566,50,793,1,1,1,14101,2015
2015,574,40,2102,1,0,-1,18166,-1
2016,574,40,1933,1,1,1,17167,2015
2014,579,35,1863,0,0,-1,17027,-1
2016,579,35,1097,0,2,1,14864,2015
2015,579,35,1172,0,1,1,15315,2014
2011,581,40,862,1,3,1,13902,2010
2004,581,33,271,1,0,-1,13333,-1
2015,581,40,259,1,6,1,12768,2014
2009,581,38,169,1,1,5,12100,2004
2012,581,41,218,1,4,1,12216,2011
2010,581,39,232,1,2,1,12761,2009
2014,581,43,409,1,5,2,13534,2012
2016,581,45,209,1,7,1,12271,2015
2016,583,60,2272,0,2,4,18263,2012
2009,583,55,1033,0,0,-1,14959,-1
2012,583,58,2208,0,1,3,16803,2009
2016,584,30,1308,1,2,3,15447,2013
2013,584,30,792,1,0,-1,12991,-1
2013,584,37,2099,1,1,0,14392,2013
2014,588,38,2192,1,0,-1,17779,-1
2016,588,40,61,1,1,2,11128,2014
2012,589,50,1101,1,0,-1,14676,-1
2016,589,50,834,1,1,4,14199,2012
2015,592,30,219,1,0,-1,12521,-1
2016,592,30,30,1,1,1,10833,2015
2015,594,40,508,0,1,1,13492,2014
2016,594,40,323,0,2,1,12701,2015
2014,594,41,690,0,0,-1,14310,-1
2016,601,25,962,0,1,2,14463,2014
2014,601,24,958,0,0,-1,14994,-1
2011,603,36,524,1,0,-1,13090,-1
2016,603,40,149,1,2,2,11946,2014
2014,603,39,201,1,1,3,12644,2011
2016,607,25,1703,1,1,2,16550,2014
2014,607,23,2437,1,0,-1,18456,-1
2016,608,40,2132,1,2,2,17767,2014
2013,608,37,2145,1,0,-1,14421,-1
2014,608,38,3267,1,1,1,21556,2013
2013,610,17,594,1,0,-1,12670,-1
2014,610,37,3164,1,1,1,21039,2013
2016,610,20,1815,1,2,2,16839,2014
2011,612,38,2060,0,0,-1,16448,-1
2012,612,39,1931,0,1,1,16226,2011
2016,612,40,1518,0,2,4,16048,2012
2010,624,43,1383,1,0,-1,16224,-1
2012,624,45,2974,1,2,1,18598,2011
2016,624,45,2712,1,3,4,20361,2012
2011,624,44,2324,1,1,1,17017,2010
2015,627,35,1491,0,1,2,16152,2013
2013,627,33,3574,0,0,-1,15368,-1
2016,627,35,1419,0,2,1,15810,2015
2016,629,40,1920,1,1,3,17110,2013
2013,629,37,2738,1,0,-1,14850,-1
2010,634,46,150,1,0,-1,12220,-1
2016,634,50,137,1,1,6,11870,2010
2005,635,45,36,1,2,1,10822,2004
2015,635,55,241,1,11,1,12652,2014
2012,635,52,220,1,9,1,12227,2011
2009,635,49,59,1,6,1,11088,2008
2008,635,48,51,1,5,1,10925,2007
2010,635,50,107,1,7,1,11829,2009
2014,635,54,430,1,10,2,13594,2012
2003,635,43,67,1,0,-1,11384,-1
2007,635,47,78,1,4,1,11948,2006
2011,635,51,124,1,8,1,11459,2010
2006,635,46,54,1,3,1,10833,2005
2016,635,55,172,1,12,1,12053,2015
2004,635,44,35,1,1,1,10925,2003
2016,638,35,2091,1,1,1,17620,2015
2015,638,35,2426,1,0,-1,20076,-1
2016,644,55,1210,1,1,2,15153,2014
2014,644,54,2256,1,0,-1,17944,-1
2013,652,41,1293,1,0,-1,13652,-1
2016,652,35,681,1,1,3,13842,2013
2013,653,42,596,1,0,-1,12672,-1
2013,653,33,93,1,1,0,10975,2013
2016,653,45,583,1,3,1,13565,2015
2015,653,40,891,1,2,2,14492,2013
2016,657,30,32,1,1,1,10875,2015
2015,657,30,14,1,0,-1,10422,-1
2015,658,35,244,1,0,-1,12670,-1
2016,658,35,524,1,1,1,13408,2015
2016,659,55,2768,0,1,2,20836,2014
2014,659,53,3345,0,0,-1,22059,-1
2016,660,40,399,1,1,1,13019,2015
2015,660,40,682,1,0,-1,13993,-1
2016,661,40,260,1,2,1,12505,2015
2014,661,41,1327,1,0,-1,15914,-1
2015,661,40,291,1,1,1,12852,2014
2016,663,60,2102,1,3,2,17669,2014
2009,663,53,527,1,0,-1,13471,-1
2014,663,58,736,1,2,4,14454,2010
2010,663,54,632,1,1,1,14192,2009
2014,664,46,2748,0,0,-1,19495,-1
2016,664,45,2135,0,2,1,17777,2015
2015,664,45,1909,0,1,1,17477,2014
2013,666,32,2504,0,0,-1,14694,-1
2016,666,35,953,0,1,3,14441,2013
2016,668,30,254,1,1,2,12469,2014
2014,668,30,256,1,0,-1,12915,-1
2016,670,40,2816,1,2,1,21215,2015
2014,670,42,3347,1,0,-1,22060,-1
2015,670,40,2477,1,1,1,20499,2014
2016,680,30,603,1,1,2,13624,2014
2014,680,28,852,1,0,-1,14765,-1
2016,682,20,853,1,1,6,14239,2010
2010,682,37,787,1,0,-1,14594,-1
2013,692,43,1744,1,0,-1,14081,-1
2016,692,45,1661,1,2,2,16431,2014
2014,692,44,1791,1,1,1,16863,2013
2016,693,30,1701,0,1,2,16542,2014
2014,693,29,1137,0,0,-1,15443,-1
2014,697,65,1748,1,3,2,16777,2012
2015,697,65,1596,1,4,1,16392,2014
2010,697,61,373,1,0,-1,13423,-1
2016,697,25,1091,1,5,1,14852,2015
2012,697,62,2875,1,2,1,18319,2011
2011,697,61,2914,1,1,1,18693,2010
2014,700,62,3290,1,2,2,21722,2012
2015,700,60,2655,1,3,1,22631,2014
2012,700,60,3559,1,1,1,20811,2011
2011,700,59,2937,1,0,-1,18794,-1
2016,700,60,2770,1,4,1,20841,2015
2014,701,53,568,0,3,2,14013,2012
2016,701,35,2494,0,4,2,19224,2014
2009,701,48,952,0,0,-1,14722,-1
2011,701,50,758,0,1,2,13695,2009
2012,701,51,907,0,2,1,14267,2011
2015,703,30,2605,1,0,-1,22010,-1
2016,703,30,2928,1,1,1,22566,2015
2016,704,50,2197,0,4,2,17981,2014
2014,704,51,2288,0,3,2,18015,2012
2011,704,47,2081,0,1,1,16487,2010
2010,704,46,2249,0,0,-1,18827,-1
2012,704,48,1979,0,2,1,16324,2011
2015,708,60,2739,1,1,1,25105,2014
2014,708,63,3540,1,0,-1,24883,-1
2016,708,65,3004,1,2,1,24480,2015
2015,714,30,1400,1,0,-1,15899,-1
2016,714,30,1949,1,1,1,17218,2015
2016,720,40,2815,1,1,5,21214,2011
2011,720,37,3027,1,0,-1,19138,-1
2015,721,25,79,0,0,-1,11602,-1
2016,721,25,321,0,1,1,12685,2015
2015,724,40,1955,0,1,1,17637,2014
2016,724,40,2232,0,2,1,18108,2015
2014,724,40,1915,0,0,-1,17166,-1
2016,729,45,1136,1,2,2,14947,2014
2014,729,46,1033,1,1,2,15196,2012
2012,729,44,1386,1,0,-1,15231,-1
2016,740,30,521,0,1,1,13401,2015
2015,740,30,657,0,0,-1,13931,-1
2016,749,40,2233,0,1,1,18108,2015
2015,749,40,1988,0,0,-1,17770,-1
2015,752,40,190,1,0,-1,12410,-1
2016,752,40,148,1,1,1,11944,2015
2016,759,45,2829,0,1,1,21337,2015
2015,759,40,2290,0,0,-1,19317,-1
2016,762,45,970,1,9,1,14480,2015
2010,762,43,976,1,4,2,15240,2008
2014,762,47,911,1,7,2,14886,2012
2015,762,45,903,1,8,1,14517,2014
2012,762,45,1174,1,6,1,14840,2011
2004,762,37,1065,1,0,-1,16635,-1
2007,762,40,819,1,2,2,15248,2005
2011,762,44,1458,1,5,1,15150,2010
2008,762,41,809,1,3,1,14339,2007
2005,762,38,930,1,1,1,15803,2004
2015,765,60,1332,1,2,7,15751,2008
2007,765,52,508,1,0,-1,14129,-1
2008,765,53,547,1,1,1,13682,2007
2016,765,60,1335,1,3,1,15529,2015
2016,769,45,337,0,5,2,12769,2014
2005,769,35,130,0,0,-1,12129,-1
2012,769,42,172,0,3,1,11996,2011
2011,769,41,308,0,2,3,12380,2008
2008,769,38,196,0,1,3,12298,2005
2014,769,44,243,0,4,2,12884,2012
2015,770,55,126,1,0,-1,12014,-1
2016,770,60,330,1,1,1,12726,2015
2015,772,35,1853,1,0,-1,17231,-1
2016,772,35,1809,1,1,1,16825,2015
2016,773,30,1637,0,1,1,16361,2015
2015,773,30,1401,0,0,-1,15912,-1
2016,774,45,663,1,1,1,13781,2015
2015,774,45,886,1,0,-1,14481,-1
2014,776,32,2246,1,0,-1,17926,-1
2016,776,30,401,1,1,2,13022,2014
2016,779,35,164,1,4,6,11991,2010
2006,779,26,195,1,0,-1,12398,-1
2010,779,30,16,1,3,1,10421,2009
2008,779,28,63,1,1,2,11090,2006
2009,779,29,33,1,2,1,10656,2008
2016,786,45,2279,0,1,1,18281,2015
2015,786,45,1748,0,0,-1,16920,-1
2016,788,35,140,1,1,3,11888,2013
2013,788,34,1760,1,0,-1,14094,-1
2009,789,72,1841,1,3,1,17159,2008
2011,789,74,2473,1,5,1,17388,2010
2007,789,70,1653,1,1,2,17862,2005
2005,789,68,1319,1,0,-1,17610,-1
2016,789,75,2546,1,6,5,19484,2011
2008,789,71,1846,1,2,1,17493,2007
2010,789,73,2073,1,4,1,18082,2009
2015,796,25,908,0,0,-1,14532,-1
2016,796,25,1266,0,1,1,15318,2015
2016,797,35,1577,1,2,1,16171,2015
2014,797,37,1923,1,0,-1,17180,-1
2015,797,35,1548,1,1,1,16272,2014
2016,801,50,2136,1,1,10,17778,2006
2006,801,40,955,1,0,-1,15256,-1
2013,804,22,114,1,0,-1,11137,-1
2016,804,25,127,1,3,1,11796,2015
2014,804,23,124,1,1,1,12170,2013
2015,804,20,81,1,2,1,11619,2014
2016,805,45,2242,1,2,1,18154,2015
2011,805,37,2968,1,0,-1,18946,-1
2015,805,25,1636,1,1,4,16511,2011
2016,808,50,2527,0,2,2,19365,2014
2012,808,47,3256,0,0,-1,19498,-1
2014,808,49,3388,0,1,2,22352,2012
2015,813,40,496,0,1,1,13454,2014
2016,813,40,448,0,2,1,13157,2015
2014,813,41,840,0,0,-1,14743,-1
2014,819,62,2506,1,2,2,18674,2012
2015,819,60,2065,1,3,1,17971,2014
2016,819,60,2614,1,4,1,19756,2015
2011,819,59,2558,1,0,-1,17642,-1
2012,819,60,2386,1,1,1,17214,2011
2016,820,55,744,1,3,1,14010,2015
2013,820,56,2310,1,0,-1,14565,-1
2014,820,57,1978,1,1,1,17281,2013
2015,820,55,1449,1,2,1,16035,2014
2016,833,40,213,1,2,1,12309,2015
2012,833,40,666,1,0,-1,13740,-1
2015,833,40,173,1,1,3,12296,2012
2016,834,35,2948,0,1,2,23024,2014
2014,834,34,3384,0,0,-1,22299,-1
2011,837,23,1616,0,0,-1,15479,-1
2012,837,24,1054,0,1,1,14579,2011
2016,837,25,1244,0,2,4,15242,2012
2016,846,40,23,1,1,1,10724,2015
2015,846,40,29,1,0,-1,10731,-1
2016,847,45,1131,1,2,1,14942,2015
2015,847,45,1867,1,1,3,17295,2012
2012,847,44,1496,1,0,-1,15458,-1
2011,850,58,3191,0,3,1,19956,2010
2010,850,57,2649,0,2,1,20987,2009
2016,850,60,3025,0,5,2,25006,2014
2014,850,61,3460,0,4,3,23080,2011
2008,850,55,2145,0,0,-1,18686,-1
2009,850,56,2483,0,1,1,20050,2008
2015,855,35,1100,1,0,-1,15120,-1
2016,855,35,817,1,1,1,14157,2015
2014,857,35,2843,0,1,1,19778,2013
2016,857,25,2294,0,2,2,18352,2014
2013,857,38,527,0,0,-1,12524,-1
2004,861,43,1303,1,1,1,17667,2003
2007,861,46,998,1,3,2,15788,2005
2005,861,44,1314,1,2,1,17582,2004
2012,861,51,1255,1,8,1,15009,2011
2016,861,55,2204,1,11,1,17990,2015
2011,861,50,3519,1,7,1,23716,2010
2015,861,50,712,1,10,1,14065,2014
2003,861,54,732,1,0,-1,15205,-1
2009,861,48,849,1,5,1,14356,2008
2014,861,53,1328,1,9,2,15917,2012
2008,861,47,1055,1,4,1,15144,2007
2010,861,49,1245,1,6,1,15905,2009
2015,870,50,553,1,2,3,13641,2012
2010,870,48,764,1,0,-1,14500,-1
2016,870,50,1252,1,3,1,15268,2015
2012,870,50,928,1,1,2,14307,2010
2013,874,30,3479,0,0,-1,15303,-1
2016,874,30,2606,0,1,3,19706,2013
2016,877,40,1646,1,1,1,16383,2015
2015,877,40,1308,1,0,-1,15682,-1
2005,886,56,1016,1,1,1,16170,2004
2006,886,57,1221,1,2,1,16201,2005
2012,886,63,2868,1,7,2,18298,2010
2004,886,55,690,1,0,-1,15002,-1
2008,886,59,1714,1,4,1,17117,2007
2007,886,58,1235,1,3,1,16512,2006
2010,886,61,2480,1,6,1,19847,2009
2016,886,65,1762,1,9,2,16706,2014
2014,886,65,2977,1,8,2,20201,2012
2009,886,60,1895,1,5,1,17305,2008
2016,887,30,118,1,1,9,11724,2007
2007,887,32,1554,1,0,-1,17500,-1
2016,891,60,1627,1,1,5,16318,2011
2011,891,56,1765,1,0,-1,15794,-1
2014,904,46,1318,0,0,-1,15902,-1
2015,904,45,991,0,1,1,14793,2014
2016,904,45,1009,0,2,1,14597,2015
2014,909,49,947,1,1,10,14983,2004
2004,909,39,179,1,0,-1,12770,-1
2015,909,50,596,1,2,1,13778,2014
2016,909,50,662,1,3,1,13774,2015
2013,913,43,2178,0,0,-1,14448,-1
2014,913,44,757,0,1,1,14494,2013
2015,913,45,843,0,2,1,14375,2014
2016,913,45,925,0,3,1,14369,2015
2014,918,51,713,1,2,1,14399,2013
2016,918,50,301,1,3,2,12635,2014
2013,918,50,1862,1,1,1,14198,2012
2012,918,49,729,1,0,-1,13865,-1
2012,922,54,2861,1,0,-1,18277,-1
2016,922,55,2170,1,2,1,17887,2015
2015,922,55,2037,1,1,3,17873,2012
2015,928,30,2205,1,0,-1,18810,-1
2016,928,30,2665,1,1,1,20006,2015
2016,929,30,2195,1,3,4,17975,2012
2012,929,44,198,1,1,7,12125,2005
2012,929,65,3601,1,2,0,21144,2012
2005,929,23,1146,1,0,-1,16729,-1
2016,936,35,71,1,1,1,11209,2015
2015,936,40,1654,1,0,-1,16556,-1
2014,937,45,63,1,1,2,11438,2012
2016,937,45,102,1,3,1,11599,2015
2015,937,45,111,1,2,1,11933,2014
2012,937,43,85,1,0,-1,11340,-1
2016,938,30,678,1,1,1,13839,2015
2015,938,30,374,1,0,-1,13116,-1
2014,942,29,1143,0,0,-1,15452,-1
2015,942,30,1343,0,1,1,15777,2014
2016,942,30,1706,0,2,1,16557,2015
2016,945,50,2290,1,3,2,18344,2014
